Text,Lable
I need to cancel my reservation for Wednesday lunch.,cancel reservation
Please cancel my table for Thursday dinner.,cancel reservation
I need to cancel my reservation for Friday brunch.,cancel reservation
Can you cancel my booking for Saturday breakfast?,cancel reservation
I need to cancel my reservation for Sunday dinner.,cancel reservation
Please cancel my table for Monday brunch.,cancel reservation
I need to cancel my table for this evening.,cancel reservation
Please remove my reservation for tonight.,cancel reservation
I have to cancel my dinner plans.,cancel reservation
Can you cancel my table for tomorrow?,cancel reservation
Please cancel my booking for lunch.,cancel reservation
"I won’t be able to make it, please cancel my table.",cancel reservation
I need to cancel my reservation for four.,cancel reservation
Can you cancel my dinner reservation for tonight?,cancel reservation
Please cancel my table for two.,cancel reservation
I need to cancel my booking for this afternoon.,cancel reservation
Can you cancel my reservation for breakfast?,cancel reservation
I need to cancel my table for brunch.,cancel reservation
Please cancel my reservation for dinner.,cancel reservation
I need to cancel my booking for tomorrow night.,cancel reservation
Can you cancel my table for lunch today?,cancel reservation
I need to cancel my reservation for this evening.,cancel reservation
Please cancel my booking for tonight.,cancel reservation
I need to cancel my table for tomorrow morning.,cancel reservation
Can you cancel my reservation for this afternoon?,cancel reservation
I need to cancel my booking for dinner.,cancel reservation
I need to cancel my reservation for brunch tomorrow.,cancel reservation
Can you cancel my booking for lunch tomorrow?,cancel reservation
I need to cancel my table for dinner tonight.,cancel reservation
Please cancel my reservation for this morning.,cancel reservation
I need to cancel my booking for brunch.,cancel reservation
Can you cancel my table for breakfast tomorrow?,cancel reservation
Please cancel my booking for dinner tomorrow.,cancel reservation
Can you cancel my reservation for tonight?,cancel reservation
I need to cancel my booking for this weekend.,cancel reservation
Please cancel my table for Friday.,cancel reservation
I need to cancel my reservation for Saturday.,cancel reservation
Can you cancel my booking for Sunday?,cancel reservation
I need to cancel my table for Monday.,cancel reservation
Please cancel my reservation for Tuesday.,cancel reservation
I need to cancel my booking for Wednesday.,cancel reservation
Can you cancel my table for Thursday?,cancel reservation
I need to cancel my reservation for Friday night.,cancel reservation
Please cancel my booking for Saturday morning.,cancel reservation
I need to cancel my table for Sunday afternoon.,cancel reservation
Can you cancel my reservation for Monday evening?,cancel reservation
I need to cancel my booking for Tuesday lunch.,cancel reservation
Please cancel my table for Wednesday dinner.,cancel reservation
I need to cancel my reservation for Thursday brunch.,cancel reservation
Can you cancel my booking for Friday breakfast?,cancel reservation
I need to cancel my table for Saturday dinner.,cancel reservation
Please cancel my reservation for Sunday brunch.,cancel reservation
I need to cancel my reservation for this Friday.,cancel reservation
Please cancel my table for next Saturday.,cancel reservation
I have to cancel my dinner reservation for tonight.,cancel reservation
Can you cancel my booking for tomorrow morning?,cancel reservation
I need to cancel my reservation for next weekend.,cancel reservation
Please cancel my table for lunch tomorrow.,cancel reservation
"I won’t be able to attend, please cancel my reservation.",cancel reservation
I need to cancel my booking for four people.,cancel reservation
Can you cancel my dinner plans for tonight?,cancel reservation
Please cancel my table for this afternoon.,cancel reservation
I need to cancel my reservation for breakfast tomorrow.,cancel reservation
Can you cancel my booking for brunch today?,cancel reservation
I need to cancel my table for dinner tomorrow.,cancel reservation
Please cancel my reservation for lunch today.,cancel reservation
I need to cancel my booking for this evening.,cancel reservation
Can you cancel my table for breakfast today?,cancel reservation
Please cancel my booking for dinner tonight.,cancel reservation
I need to cancel my table for lunch tomorrow.,cancel reservation
Can you cancel my reservation for this morning?,cancel reservation
I need to cancel my booking for brunch tomorrow.,cancel reservation
Please cancel my table for breakfast tomorrow.,cancel reservation
Can you cancel my booking for dinner tomorrow?,cancel reservation
I need to cancel my reservation for Saturday morning.,cancel reservation
Please cancel my booking for Sunday afternoon.,cancel reservation
I need to cancel my table for Monday evening.,cancel reservation
Can you cancel my reservation for Tuesday lunch?,cancel reservation
I need to cancel my booking for Wednesday dinner.,cancel reservation
Please cancel my table for Thursday brunch.,cancel reservation
I need to cancel my reservation for Friday breakfast.,cancel reservation
Can you cancel my booking for Saturday dinner?,cancel reservation
I need to cancel my table for Sunday brunch.,cancel reservation
Please cancel my reservation for Monday breakfast.,cancel reservation
I need to cancel my booking for Tuesday dinner.,cancel reservation
Can you cancel my table for Wednesday brunch?,cancel reservation
I need to cancel my reservation for Thursday lunch.,cancel reservation
Please cancel my booking for Friday dinner.,cancel reservation
I need to cancel my table for Saturday brunch.,cancel reservation
Can you cancel my reservation for Sunday breakfast?,cancel reservation
I need to cancel my booking for Monday lunch.,cancel reservation
Please cancel my table for Tuesday dinner.,cancel reservation
I need to cancel my reservation for Wednesday brunch.,cancel reservation
Can you cancel my booking for Thursday breakfast?,cancel reservation
I need to cancel my table for Friday lunch.,cancel reservation
Please cancel my reservation for Saturday dinner.,cancel reservation
"Unfortunately, I have to cancel my dinner reservation for tonight.",cancel reservation
Can I cancel my table reservation?,cancel reservation
How can I cancel my booking?,cancel reservation
Is it possible to cancel my table for tonight?,cancel reservation
Can I cancel my reservation online?,cancel reservation
How do I cancel my table?,cancel reservation
Could you please check the status of my order?,check order
Can you please provide an update on my order?,check order
Please let me know the current status of my order.,check order
I’d appreciate it if you could check my order status.,check order
Please tell me how my order is doing.,check order
Can you please inform me about my order status?,check order
"I need an update on my order, please.",check order
Could you please verify the status of my order?,check order
Please check on the status of my order.,check order
Please let me know the progress of my order.,check order
Could you check the status of my order?,check order
Can you provide an update on my order?,check order
Let me know the current status of my order.,check order
I need you to check my order status.,check order
Tell me how my order is doing.,check order
Inform me about my order status.,check order
I need an update on my order.,check order
Verify the status of my order.,check order
Check on the status of my order.,check order
Let me know the progress of my order.,check order
Please check the order status for me.,check order
I would appreciate it if you could check the status of my order.,check order
Please inform me of the status of my order.,check order
Can you please tell me how my order is doing?,check order
Please update me on the status of my order.,check order
Could you please provide the latest information on my order?,check order
Please let me know where my order is right now.,check order
Check the order status for me.,check order
Inform me of the status of my order.,check order
Can you tell me how my order is doing?,check order
Update me on the status of my order.,check order
Provide the latest information on my order.,check order
Let me know where my order is right now.,check order
Please find out the status of my order.,check order
Please check on my order now.,check order
"I need you to check the status of my order, please.",check order
Please get an update on my order.,check order
Please tell me about my order status immediately.,check order
Please verify the current status of my order.,check order
Please let me know the exact status of my order.,check order
Please check my order status right away.,check order
Please provide me with the status of my order.,check order
Please confirm the status of my order.,check order
Find out the status of my order.,check order
Check on my order now.,check order
I need you to check the status of my order.,check order
Get an update on my order.,check order
Tell me about my order status immediately.,check order
Verify the current status of my order.,check order
Let me know the exact status of my order.,check order
Check my order status right away.,check order
Provide me with the status of my order.,check order
Confirm the status of my order.,check order
Please check on the status of my order for me.,check order
Could you please provide a status update on my order?,check order
Can you please verify the current status of my order?,check order
Please give me an update about my order status.,check order
Please let me know if there are any updates on my order.,check order
Please check if my order is ready.,check order
Could you please inform me about my order's status?,check order
Please advise me on the status of my order.,check order
Please provide an update regarding my order status.,check order
Check on the status of my order for me.,check order
Provide a status update on my order.,check order
Give me an update about my order status.,check order
Let me know if there are any updates on my order.,check order
Check if my order is ready.,check order
Inform me about my order's status.,check order
Advise me on the status of my order.,check order
Provide an update regarding my order status.,check order
Please find out what’s happening with my order.,check order
Please give me a detailed status on my order.,check order
Please check the order status and get back to me.,check order
Please find out the exact status of my order.,check order
Please let me know the estimated time for my order.,check order
Please report back with the current status of my order.,check order
Please investigate the status of my order now.,check order
Please get the status update on my order quickly.,check order
Please confirm where my order stands at the moment.,check order
Please check the details of my order status.,check order
Find out what’s happening with my order.,check order
Give me a detailed status on my order.,check order
Check the order status and get back to me.,check order
Find out the exact status of my order.,check order
Let me know the estimated time for my order.,check order
Report back with the current status of my order.,check order
Investigate the status of my order now.,check order
Get the status update on my order quickly.,check order
Confirm where my order stands at the moment.,check order
Check the details of my order status.,check order
Please verify the status of my current order.,check order
Could you please update me on the status of my order?,check order
Please let me know how my order is progressing.,check order
Can you please check and inform me about my order status?,check order
Please check the current status of my order for me.,check order
Would you be able to please check the status of my order?,check order
Please let me know the latest on my order status.,check order
Can you please provide the status update for my order?,check order
Please inform me about the current status of my order.,check order
Please check on my order and let me know the details.,check order
Could you verify the status of my current order?,check order
Let me know how my order is progressing.,check order
Can you check and inform me about my order status?,check order
Check the current status of my order for me.,check order
Would you be able to check the status of my order?,check order
Let me know the latest on my order status.,check order
Can you provide the status update for my order?,check order
Inform me about the current status of my order.,check order
Check on my order and let me know the details.,check order
Please let me know where my order is.,check order
Could you please check the order status?,check order
Please confirm the current status of my order.,check order
Please check if my order has been processed.,check order
Please provide an update on the order.,check order
Can you please look into my order status?,check order
Please determine the status of my order.,check order
Please check on my order and give me the information.,check order
Please tell me about the status of my order.,check order
Let me know where my order is.,check order
